1986	198	5793946882	3.41735960015658E-06
1987	142	5936558026	2.39195842739329E-06
1988	172	6191886939	2.77782849871898E-06
1989	187	6549339038	2.855249955988E-06
1990	165	7075013106	2.332151156866E-06
1991	235	6895715366	3.40791328422125E-06
1992	231	7596808027	3.04075078873913E-06
1993	370	7492130348	4.93851525285823E-06
1994	447	8027353540	5.56846036209338E-06
1995	345	8276258599	4.16855026789141E-06
1996	288	8745049453	3.29329183954702E-06
1997	265	8979708108	2.95109815166388E-06
1998	360	9406708249	3.82705608030599E-06
1999	343	9997156197	3.4309757018994E-06
2000	356	11190986329	3.18113157798676E-06
