1800	0	70784405	0
1801	0	107290136	0
1802	0	95731997	0
1803	0	104173226	0
1804	0	114051906	0
1805	0	115330195	0
1806	0	118229517	0
1807	0	128904931	0
1808	3	129988114	2.30790332106826E-06
1809	0	137911980	0
1810	0	150961261	0
1811	3	177318465	1.69187117652975E-06
1812	0	172538907	0
1813	1	144660671	6.91272889229167E-07
1814	0	168441689	0
1815	0	156318674	0
1816	1	161561836	6.18958056406341E-07
1817	0	182422107	0
1818	1	204446854	4.89124670023047E-07
1819	0	174156635	0
1820	3	231277724	1.29714178612377E-06
1821	2	181677006	1.10085477740645E-06
1822	0	271213007	0
1823	1	254327070	3.93194479848331E-07
1824	0	309237910	0
1825	11	318701311	3.45150760926741E-06
1826	3	243758959	1.23072399566656E-06
1827	5	253677933	1.97100313017766E-06
1828	1	273678947	3.65391642638847E-07
1829	3	293815859	1.02104767598675E-06
1830	4	342378710	1.16829694229527E-06
1831	0	313388047	0
1832	0	314184783	0
1833	1	310441320	3.22122068028831E-07
1834	2	301383644	6.63606018381011E-07
1835	3	355491202	8.43902741649286E-07
1836	4	365982104	1.09294961591893E-06
1837	0	337485292	0
1838	2	358600155	5.57724243036091E-07
1839	3	413876708	7.24853547448242E-07
1840	8	423904296	1.88721843007696E-06
1841	2	387286321	5.16413798152195E-07
1842	0	348396317	0
1843	0	404133447	0
1844	1	419311001	2.38486468901397E-07
1845	1	456885448	2.18873243693242E-07
1846	3	459546575	6.52817399411583E-07
1847	3	443868440	6.75875941979565E-07
1848	5	466134080	1.07265274403451E-06
1849	0	472315353	0
1850	2	504143257	3.96712635194484E-07
1851	3	537705793	5.57925921396945E-07
1852	0	558718364	0
1853	5	625159477	7.9979592151332E-07
1854	1	683559348	1.4629307651572E-07
1855	6	605758582	9.90493602284615E-07
1856	5	652385453	7.66418070330578E-07
1857	5	568489706	8.79523401607557E-07
1858	6	541848821	1.10731993269392E-06
1859	2	588343315	3.39937575393374E-07
1860	2	607952196	3.28973233941571E-07
1861	5	463190641	1.07946913374703E-06
1862	6	396839451	1.51194645211824E-06
1863	5	418297294	1.1953221002668E-06
1864	20	493159851	4.05548017735937E-06
1865	6	503022451	1.19278970313792E-06
1866	0	548257863	0
1867	9	518622969	1.73536471347454E-06
1868	2	547590187	3.65236640005749E-07
1869	5	558291347	8.95589735873159E-07
1870	6	548870828	1.09315337852133E-06
1871	3	560339562	5.35389646465834E-07
1872	8	566620105	1.41188071679878E-06
1873	1	583981485	1.71238305611692E-07
1874	1	636667506	1.57067855760806E-07
1875	0	643873731	0
1876	8	676820039	1.18199809979326E-06
1877	11	667722549	1.64739082369974E-06
1878	2	629401874	3.17762002723239E-07
1879	7	654448581	1.069602746988E-06
1880	4	784223075	5.1005895229492E-07
1881	10	789254798	1.26701795482781E-06
1882	2	828502461	2.41399403640396E-07
1883	4	930196929	4.30016470200581E-07
1884	5	881638914	5.67125602171412E-07
1885	2	857166435	2.33326915093216E-07
1886	5	727723136	6.87074486525601E-07
1887	5	801865869	6.235456818028E-07
1888	1	795886071	1.25646124041791E-07
1889	5	763170247	6.55161809524789E-07
1890	8	787152479	1.01632151500853E-06
1891	18	849750639	2.11826848652714E-06
1892	12	936056142	1.28197438824134E-06
1893	6	915629979	6.55286539061649E-07
1894	3	899615494	3.33475803830475E-07
1895	6	984856075	6.09226073972281E-07
1896	6	1050921103	5.70927730242753E-07
1897	6	1031909734	5.81446206224081E-07
1898	15	1109257706	1.35225564977955E-06
1899	11	1232717908	8.9233716234777E-07
1900	26	1341057959	1.93876780831961E-06
1901	21	1285712637	1.6333354278138E-06
1902	17	1311315033	1.29640853434798E-06
1903	12	1266236889	9.47689970513882E-07
1904	15	1405505328	1.06723181343927E-06
1905	13	1351302005	9.62035129963416E-07
1906	7	1397090480	5.01041278300028E-07
1907	7	1409945274	4.96473170206179E-07
1908	17	1417130893	1.19960690180226E-06
1909	5	1283265090	3.89631108877122E-07
1910	16	1354824248	1.18096498668512E-06
1911	19	1350964981	1.4064021101373E-06
1912	10	1431385638	6.9862374852192E-07
1913	21	1356693322	1.54788113566022E-06
1914	17	1324894757	1.28312078451375E-06
1915	9	1211361619	7.42965590029974E-07
1916	13	1175413415	1.10599384302586E-06
1917	10	1183132092	8.45214162274621E-07
1918	20	1039343103	1.92429236719532E-06
1919	9	1136614538	7.91825170196794E-07
1920	13	1388696469	9.36129693579569E-07
1921	19	1216676110	1.56163171478727E-06
1922	31	1413237707	2.19354464195598E-06
1923	19	1151386048	1.65018501249027E-06
1924	27	1069007206	2.52570795112114E-06
1925	18	1113107246	1.61709485448808E-06
1926	6	1053565430	5.69494767875973E-07
1927	13	1216023821	1.06905800490894E-06
1928	13	1212716430	1.07197360227073E-06
1929	35	1153722574	3.03365824581673E-06
1930	21	1244889331	1.68689693750777E-06
1931	28	1183806248	2.36525191916372E-06
1932	6	1057602772	5.67320752067772E-07
1933	22	915956659	2.40186037012042E-06
1934	10	1053600093	9.49126719562657E-07
1935	40	1157109310	3.45689034340239E-06
1936	27	1199843463	2.25029354516723E-06
1937	14	1232280287	1.13610516598323E-06
1938	49	1261812592	3.88330250551185E-06
1939	6	1249209591	4.80303709099525E-07
1940	21	1179404138	1.78056014248103E-06
1941	11	1084154164	1.01461585125637E-06
1942	21	1045379066	2.00884068592971E-06
1943	17	890214397	1.90965233288628E-06
1944	25	812192380	3.0780884696308E-06
1945	31	926378706	3.34636361989089E-06
1946	31	1203221497	2.57641673434962E-06
1947	24	1385834769	1.73180818787784E-06
1948	40	1486005621	2.69177985834819E-06
1949	33	1641024100	2.01093938839777E-06
1950	25	1644401950	1.52030955691825E-06
1951	24	1603394676	1.49682422919558E-06
1952	34	1621780754	2.09646093753065E-06
1953	20	1590464886	1.25749396771027E-06
1954	42	1662160145	2.52683233479888E-06
1955	29	1751719755	1.65551595323534E-06
1956	41	1817491821	2.25585609389105E-06
1957	31	1952474329	1.58772894165924E-06
1958	28	1976098333	1.41693353677861E-06
1959	28	2064236476	1.35643373836012E-06
1960	44	2341981521	1.87875094681415E-06
1961	38	2567977722	1.47976361611131E-06
1962	24	2818694749	8.51457931317841E-07
1963	58	2955051696	1.96274062069742E-06
1964	41	2931038992	1.39882137739913E-06
1965	64	3300623502	1.93902757952306E-06
1966	70	3466842517	2.01912834680976E-06
1967	50	3658119990	1.36682230590255E-06
1968	76	3968752101	1.91495961616878E-06
1969	66	3942222509	1.67418251631722E-06
1970	77	4086393350	1.8843022050239E-06
1971	60	4058576649	1.47835079115196E-06
1972	107	4174172415	2.56338237528217E-06
1973	89	4058707895	2.19281609572447E-06
1974	96	4045487401	2.3730144352018E-06
1975	123	4104379941	2.99679858512397E-06
1976	101	4242326406	2.38076918968691E-06
1977	115	4314577619	2.66538257403407E-06
1978	111	4365839878	2.54246612568964E-06
1979	134	4528331460	2.95914734121517E-06
1980	134	4611609946	2.90570975362364E-06
1981	157	4627406112	3.39282950750444E-06
1982	140	4839530894	2.89284236564272E-06
1983	157	4982167985	3.1512385867495E-06
1984	118	5309222580	2.22254761826166E-06
1985	139	5475269397	2.5386878694254E-06
