1800	92	70784405	1.29972131573332E-06
1801	72	107290136	6.71077535030807E-07
1802	67	95731997	6.9987049366577E-07
1803	68	104173226	6.5275889603342E-07
1804	88	114051906	7.71578512681761E-07
1805	46	115330195	3.98854783866445E-07
1806	62	118229517	5.24403732445257E-07
1807	77	128904931	5.97339445455349E-07
1808	75	129988114	5.76975830267066E-07
1809	77	137911980	5.58327130101388E-07
1810	95	150961261	6.2930051968763E-07
1811	258	177318465	1.45500921181559E-06
1812	131	172538907	7.59249042883991E-07
1813	81	144660671	5.59931040275626E-07
1814	114	168441689	6.76792073724694E-07
1815	121	156318674	7.74059790194996E-07
1816	126	161561836	7.7988715107199E-07
1817	70	182422107	3.83725422050958E-07
1818	87	204446854	4.25538462920051E-07
1819	108	174156635	6.20131412162391E-07
1820	289	231277724	1.24957992063256E-06
1821	193	181677006	1.06232486019722E-06
1822	169	271213007	6.23126456468218E-07
1823	185	254327070	7.27409787719412E-07
1824	379	309237910	1.22559358909132E-06
1825	249	318701311	7.81295813370532E-07
1826	211	243758959	8.65609210285477E-07
1827	137	253677933	5.4005485766868E-07
1828	131	273678947	4.7866305185689E-07
1829	145	293815859	4.93506376726928E-07
1830	138	342378710	4.03062445091869E-07
1831	290	313388047	9.2537032849884E-07
1832	120	314184783	3.81940840209311E-07
1833	161	310441320	5.18616529526418E-07
1834	212	301383644	7.03422379483871E-07
1835	256	355491202	7.20130339540724E-07
1836	265	365982104	7.24079120546288E-07
1837	172	337485292	5.09651839879292E-07
1838	186	358600155	5.18683546023565E-07
1839	303	413876708	7.32102082922724E-07
1840	217	423904296	5.11907999158376E-07
1841	186	387286321	4.80264832281541E-07
1842	195	348396317	5.59707409306511E-07
1843	281	404133447	6.95314881967688E-07
1844	177	419311001	4.22121049955472E-07
1845	293	456885448	6.41298604021199E-07
1846	280	459546575	6.09296239450811E-07
1847	252	443868440	5.67735791262835E-07
1848	263	466134080	5.6421534336215E-07
1849	264	472315353	5.58948588740879E-07
1850	360	504143257	7.14082743350071E-07
1851	416	537705793	7.7365727767043E-07
1852	557	558718364	9.96924454052847E-07
1853	477	625159477	7.63005309123707E-07
1854	394	683559348	5.76394721471939E-07
1855	271	605758582	4.47372943698551E-07
1856	447	652385453	6.85177754875537E-07
1857	454	568489706	7.98607248659662E-07
1858	316	541848821	5.83188497885465E-07
1859	412	588343315	7.0027140531035E-07
1860	459	607952196	7.54993571895906E-07
1861	293	463190641	6.32568912375758E-07
1862	266	396839451	6.70296260439086E-07
1863	246	418297294	5.88098473331267E-07
1864	255	493159851	5.1707372261332E-07
1865	343	503022451	6.81878113627179E-07
1866	318	548257863	5.80019041149621E-07
1867	371	518622969	7.15355898554505E-07
1868	545	547590187	9.95269844015667E-07
1869	596	558291347	1.06754296516081E-06
1870	401	548870828	7.30590841311756E-07
1871	492	560339562	8.78039020203967E-07
1872	490	566620105	8.64776939039253E-07
1873	444	583981485	7.60298076915915E-07
1874	564	636667506	8.85862706490945E-07
1875	624	643873731	9.69134117384888E-07
1876	503	676820039	7.43181305245012E-07
1877	498	667722549	7.45818754729519E-07
1878	541	629401874	8.59546217366363E-07
1879	494	654448581	7.54833938588676E-07
1880	700	784223075	8.92603166516109E-07
1881	568	789254798	7.19666198342199E-07
1882	611	828502461	7.37475178121408E-07
1883	848	930196929	9.11634916825231E-07
1884	684	881638914	7.75827823770492E-07
1885	708	857166435	8.25977279429986E-07
1886	515	727723136	7.07686721121369E-07
1887	821	801865869	1.0238620095202E-06
1888	707	795886071	8.88318096975465E-07
1889	619	763170247	8.11090320191689E-07
1890	584	787152479	7.41914705956227E-07
1891	663	849750639	7.80228892537497E-07
1892	830	936056142	8.86698951866928E-07
1893	760	915629979	8.30029616144755E-07
1894	728	899615494	8.09234617295286E-07
1895	1003	984856075	1.01842292032366E-06
1896	1009	1050921103	9.60110133024896E-07
1897	937	1031909734	9.08025158719939E-07
1898	1044	1109257706	9.41169932246565E-07
1899	1577	1232717908	1.27928700456585E-06
1900	1633	1341057959	1.21769531960997E-06
1901	1291	1285712637	1.00411239871791E-06
1902	1317	1311315033	1.00433531749193E-06
1903	1886	1266236889	1.48945273699099E-06
1904	1605	1405505328	1.14193804038002E-06
1905	1131	1351302005	8.36970563068172E-07
1906	1026	1397090480	7.34383359336899E-07
1907	1395	1409945274	9.89400103482314E-07
1908	1169	1417130893	8.24906157768731E-07
1909	1144	1283265090	8.91475977110856E-07
1910	1341	1354824248	9.89796279465468E-07
1911	1443	1350964981	1.06812539206744E-06
1912	1423	1431385638	9.94141594146692E-07
1913	1489	1356693322	1.09752143380861E-06
1914	1193	1324894757	9.00448879955829E-07
1915	1083	1211361619	8.94035260002736E-07
1916	1236	1175413415	1.0515449153692E-06
1917	1653	1183132092	1.39713901023995E-06
1918	1151	1039343103	1.10743025732091E-06
1919	1347	1136614538	1.1850983380612E-06
1920	1498	1388696469	1.07870944690938E-06
1921	1245	1216676110	1.02327972890008E-06
1922	1813	1413237707	1.28286981802135E-06
1923	1563	1151386048	1.35749430238015E-06
1924	1346	1069007206	1.25911218600336E-06
1925	1668	1113107246	1.49850789849229E-06
1926	1283	1053565430	1.21776964530812E-06
1927	1391	1216023821	1.14389206525256E-06
1928	1439	1212716430	1.18659231820583E-06
1929	1517	1153722574	1.31487415968685E-06
1930	1587	1244889331	1.2748121142023E-06
1931	1580	1183806248	1.33467786867096E-06
1932	1227	1057602772	1.16017093797859E-06
1933	1008	915956659	1.10048875140063E-06
1934	1967	1053600093	1.86693225737975E-06
1935	1511	1157109310	1.30584032722025E-06
1936	1304	1199843463	1.0868084381104E-06
1937	1416	1232280287	1.14908922502304E-06
1938	1269	1261812592	1.00569609785603E-06
1939	1304	1249209591	1.04386006110963E-06
1940	1265	1179404138	1.07257551439929E-06
1941	1235	1084154164	1.13913688754693E-06
1942	1278	1045379066	1.22252304600865E-06
1943	1306	890214397	1.46706232161734E-06
1944	1163	812192380	1.43192675607225E-06
1945	1202	926378706	1.29752550680931E-06
1946	1849	1203221497	1.53670791671369E-06
1947	1785	1385834769	1.28803233973415E-06
1948	1634	1486005621	1.09959207213524E-06
1949	1825	1641024100	1.11211041934119E-06
1950	1913	1644401950	1.16334087295384E-06
1951	1991	1603394676	1.24174043347017E-06
1952	1677	1621780754	1.03404852712909E-06
1953	1853	1590464886	1.16506816108356E-06
1954	2436	1662160145	1.46556275418335E-06
1955	2291	1751719755	1.30785760305592E-06
1956	2094	1817491821	1.1521372342946E-06
1957	2466	1952474329	1.26301276455861E-06
1958	2810	1976098333	1.42199401369567E-06
1959	2369	2064236476	1.14763983077683E-06
1960	2746	2341981521	1.17251138635265E-06
1961	2909	2567977722	1.132797989281E-06
1962	2845	2818694749	1.00933242274969E-06
1963	3226	2955051696	1.09168986937412E-06
1964	3452	2931038992	1.17773936458093E-06
1965	3645	3300623502	1.10433680115025E-06
1966	3739	3466842517	1.0785029841031E-06
1967	4050	3658119990	1.10712606778106E-06
1968	4740	3968752101	1.1943300764E-06
1969	4297	3942222509	1.08999428372956E-06
1970	5166	4086393350	1.26419547937058E-06
1971	4873	4058576649	1.20066723421391E-06
1972	4836	4174172415	1.15855300624902E-06
1973	4776	4058707895	1.17672917676181E-06
1974	4981	4045487401	1.2312484272646E-06
1975	4894	4104379941	1.19238473785339E-06
1976	5272	4242326406	1.24271437307222E-06
1977	5583	4314577619	1.2939852965941E-06
1978	5646	4365839878	1.293221959067E-06
1979	5845	4528331460	1.29076240368677E-06
1980	6221	4611609946	1.34898659532035E-06
1981	6409	4627406112	1.38500919194879E-06
1982	6766	4839530894	1.39806938899562E-06
1983	6821	4982167985	1.36908270065085E-06
1984	7207	5309222580	1.35744921057727E-06
1985	8300	5475269397	1.51590714505257E-06
1986	8899	5793946882	1.53591328695926E-06
1987	8933	5936558026	1.50474398816227E-06
1988	10199	6191886939	1.64715539874621E-06
1989	11330	6549339038	1.7299455615692E-06
1990	12005	7075013106	1.69681664473796E-06
1991	12006	6895715366	1.74108114427065E-06
1992	12925	7596808027	1.70137246512785E-06
1993	13005	7492130348	1.73582137468706E-06
1994	13782	8027353540	1.71687965795013E-06
1995	14366	8276258599	1.73580849705878E-06
1996	15195	8745049453	1.73755449659434E-06
1997	15379	8979708108	1.71263918771468E-06
1998	16292	9406708249	1.73195549056515E-06
1999	17640	9997156197	1.76450178954826E-06
2000	20790	11190986329	1.85774509849283E-06
